,"E","QL","EL_s","EL_i","QN_s","QN_i","EN_s","EN_i","QA_s","QA_i","EA","H_s","H_i","cases"
"1",60.3898481272077,908.244311391688,8.20650830764179,659565.221089616,0.562182519800623,26864.2161634103,1.78808130359313,158.128246766952,52.2413343142047,2120.89517300807,42.2667237396251,0.999947480498002,4.80978267707315E-06,0
"2",50.2523904397909,865.911440946512,8.12466156638653,652987.117227682,0.548924649174075,26230.6811639507,1.78211701821447,157.600797602168,51.745003295235,2100.74511221491,42.1458515077599,0.99994848083893,4.41172988431809E-07,0
"3",41.816651585222,825.551685516039,8.04363111490699,646474.619385533,0.535979436970086,25612.0867276589,1.77617262717716,157.075107785414,51.2533877850856,2080.78649178265,42.0253249401677,0.999949462126329,2.23967819006743E-08,0
"4",34.796969843072,787.073078309424,7.96340881200873,640027.073247288,0.52333950977546,25008.0805117299,1.77024806412216,156.551171448255,50.7664429828854,2061.01749288427,41.9051430483377,0.999950424723114,2.38564848441447E-07,0
"5",28.9556826915894,750.387943837564,7.88398659778006,633643.831029842,0.510997668256471,24418.3184918466,1.76434326291182,156.028982741834,50.2841245138604,2041.43631399141,41.7853048465848,0.999951368985279,-1.7268095698786E-07,0
"6",24.0949626758506,715.412687637963,7.8053564925922,627324.251402507,0.49894688263923,23842.4647462067,1.75845815762886,155.508535836784,49.8063884242967,2022.04117066997,41.6658093520405,0.999952295262047,1.81315107264728E-07,0
"7",20.0502042722349,682.067613162674,7.72751059642933,621067.699433166,0.487180288996856,23280.1912781027,1.75259268257592,154.989824923185,49.333191178224,2002.83029544538,41.5466555846467,0.999953203895986,1.90951637257987E-08,0
"8",16.6844316580102,650.276738627369,7.65044108807831,614873.546523156,0.475691185288772,22731.1778266576,1.74674677227499,154.472844210515,48.8644896533654,1983.80193763822,41.4278425671527,0.99995409522314,3.21461775920977E-09,0
"9",13.8836626238367,619.96762322045,7.57414022431307,608741.170341706,0.464473027500695,22195.1116823723,1.74092036146623,153.957587927547,48.4002411370455,1964.95436319808,41.3093693250976,0.999954969573151,4.83165515609683E-09,0
"10",11.5530427248168,591.07120082951,7.49860033909127,602669.954761383,0.453519425860957,21671.6875063197,1.73511338510742,153.444050322299,47.9404033221677,1946.28585454026,41.1912348868072,0.999955827269387,-5.8907243914081E-10,0
"11",9.61366013658502,563.521628777782,7.42381384292958,596659.289807877,0.442824141489697,21160.6071700251,1.72932577837352,152.932225661995,47.4849343041227,1927.79471042024,41.0734382833884,0.99995666862905,1.42573101020757E-08,0
"12",243.003398519314,537.256135914101,7.34977322545461,590708.571865021,0.432381083653652,20661.5796242842,1.72355747674664,152.42210824102,47.0337925963011,1909.47924656346,40.7180241203548,0.99995749396323,-4.02045522509094E-08,0
"13",2068.89407787136,511.965488022491,7.52480854782716,584817.202500575,0.422184301832667,20174.3205200573,1.71780841565235,151.913692348762,46.5869370458446,1891.33779224503,38.5740107784372,0.999958303577312,-3.80015398970699E-09,0
"14",4138.28380178644,376.440060460055,120.860570657844,578984.590080642,0.412227989257743,19698.5523775365,1.71207853100089,151.406972317469,46.1443269508301,1873.36869504711,35.8241902863402,0.999959097770644,-3.5927219746105E-10,0
"15",110600.39161915,276.79038370138,132.538421101274,573280.654514601,0.400694226100978,19147.4048485617,1.70636775882893,238.039628318238,0.043284518439944,1.75726610796571,1815.7326577222,0.000213460580768,0.140823900451109,4144210.93150344
